#{"t_start": 1684835054.7685816, "env_id": "UR5OriReach-v1"}
r,l,t
-919.831196,100,1845.840691
-419.002277,100,1846.01752
-281.025314,100,1865.306437
-753.209832,100,1865.504513
-1094.150033,100,1865.683256
-315.607465,100,1865.853883
-365.578534,100,1866.131381
-685.21693,100,1866.310479
-591.35699,100,1866.518709
-971.961296,100,1866.71582
-898.615731,100,1866.89514
-1080.528903,100,1867.05817
-719.706793,100,1886.10922
-1058.865511,100,1886.274118
-1003.156666,100,1886.449273
-1034.913588,100,1886.640814
-732.3493,100,1886.815868
-607.037445,100,1886.99006
-1278.84125,100,1887.154788
-713.074161,100,1887.334775
-953.748828,100,1887.518317
-396.409254,100,1887.69959
-544.748788,100,1906.843529
-256.432473,100,1907.037348
-283.258626,100,1907.209383
-667.23525,100,1907.370275
-839.264754,100,1907.535323
-1175.064071,100,1907.705182
-913.503377,100,1907.892548
-1218.942255,100,1908.066726
-742.549489,100,1908.2659
-229.388081,100,1908.456572
-695.898347,100,1927.511836
-991.744897,100,1927.682919
-327.42089,100,1927.861173
-150.628665,100,1928.039084
-904.88303,100,1928.210643
-1078.993463,100,1928.388681
-905.074652,100,1928.563815
-716.642949,100,1928.740021
