#{"t_start": 1695187051.7175174, "env_id": "UR5DynReach-v1"}
r,l,t
-882.66997,5,1046.344017
-901.137053,3,1046.358151
-856.9722,3,1046.372726
-873.344112,3,1046.389847
-1059.08146,5,1056.784777
-1076.131718,6,1056.805745
-804.863901,4,1056.816215
-873.698997,3,1056.831507
-876.398391,3,1056.848046
-871.878749,5,1056.869403
-926.926506,5,1056.885061
-774.011633,3,1056.897485
-768.403142,3,1056.914287
-828.362883,3,1056.931488
-944.1145,6,1067.496062
-833.567731,3,1067.507203
-833.432028,3,1067.524389
-988.151737,6,1067.54564
-929.421377,6,1067.561631
-963.631359,5,1067.576192
-817.966768,3,1067.589623
-979.092874,6,1067.613341
-882.477184,5,1067.627169
-986.968491,5,1067.644255
-961.522129,5,1078.270076
-806.20956,3,1078.281427
-1060.627701,6,1078.306055
-821.335283,3,1078.314427
